Churn,Contract_One year,Contract_Two year,Dependents_Yes,DeviceProtection_No internet service,DeviceProtection_Yes,InternetService_Fiber optic,InternetService_No,MonthlyCharges,MultipleLines_No phone service,MultipleLines_Yes,OnlineBackup_No internet service,OnlineBackup_Yes,OnlineSecurity_No internet service,OnlineSecurity_Yes,PaperlessBilling_Yes,Partner_Yes,PaymentMethod_Credit card (automatic),PaymentMethod_Electronic check,PaymentMethod_Mailed check,PhoneService_Yes,SeniorCitizen_1,StreamingMovies_No internet service,StreamingMovies_Yes,StreamingTV_No internet service,StreamingTV_Yes,TechSupport_No internet service,TechSupport_Yes,TotalCharges,gender_Male,tenure
1,False,False,True,False,False,True,False,81.05,False,False,False,False,False,False,True,True,False,True,False,True,False,False,True,False,False,False,False,2227.1,False,28
0,False,True,False,True,False,False,True,24.4,False,True,True,False,True,False,False,True,False,False,True,True,False,True,False,True,False,True,False,1417.9,False,61
0,False,False,False,False,True,True,False,104.15,False,True,False,True,False,False,True,False,False,True,False,True,False,False,True,False,True,False,False,2494.65,False,24
0,True,False,True,False,True,True,False,92.9,False,False,False,True,False,False,False,True,False,False,False,True,False,False,False,False,True,False,True,2768.35,True,28
0,False,True,True,False,True,False,False,80.8,False,False,False,True,False,False,False,True,False,False,False,True,False,False,True,False,True,False,True,2369.3,False,30
0,False,False,False,True,False,False,True,20.0,False,False,True,False,True,False,False,True,False,False,True,True,False,True,False,True,False,True,False,38.0,True,2
0,False,False,False,False,False,True,False,75.1,False,True,False,False,False,False,True,False,False,True,False,True,False,False,False,False,False,False,False,75.1,True,1
0,False,False,True,True,False,False,True,19.65,False,False,True,False,True,False,False,False,False,False,True,True,False,True,False,True,False,True,False,100.9,True,6
0,False,False,False,False,False,False,False,69.45,False,False,False,True,False,False,True,True,False,False,False,True,False,False,True,False,True,False,False,1614.05,False,24
1,False,False,True,False,True,True,False,101.15,False,True,False,False,False,False,False,True,False,True,False,True,False,False,True,False,True,False,False,385.9,True,4
1,False,False,False,False,False,True,False,99.8,False,True,False,True,False,False,True,False,False,True,False,True,False,False,True,False,True,False,False,673.25,True,7
0,False,True,False,False,True,True,False,116.05,False,True,False,True,False,True,True,True,False,False,False,True,True,False,True,False,True,False,True,8404.9,True,72
0,False,True,False,False,False,False,False,40.05,True,False,False,False,False,False,True,False,False,False,True,False,False,False,True,False,False,False,True,2799.75,True,70
0,False,True,False,False,True,True,False,102.1,False,True,False,False,False,False,False,True,False,True,False,True,True,False,True,False,True,False,True,6538.45,True,64
0,True,False,True,False,False,True,False,89.7,False,True,False,True,False,False,True,True,False,True,False,True,False,False,False,False,True,False,False,6588.95,True,72
0,False,True,True,True,False,False,True,19.9,False,False,True,False,True,False,False,False,False,False,True,True,False,True,False,True,False,True,False,868.1,False,44
1,False,False,True,False,False,False,False,55.95,False,False,False,False,False,False,False,True,False,True,False,True,False,False,True,False,False,False,False,734.35,False,13
0,True,False,False,True,False,False,True,20.65,False,False,True,False,True,False,False,False,False,False,True,True,True,True,False,True,False,True,False,330.6,False,17
1,False,False,False,False,False,False,False,55.0,False,False,False,False,False,False,True,False,False,True,False,True,False,False,True,False,False,False,False,55.0,True,1
0,False,False,False,False,True,False,False,70.05,False,False,False,False,False,False,True,True,False,False,True,True,False,False,True,False,True,False,False,564.4,True,9
0,False,False,False,False,False,False,False,53.6,False,False,False,False,False,True,False,True,False,False,True,True,False,False,False,False,False,False,True,1315.35,True,24
1,False,False,True,False,False,True,False,74.7,False,False,False,True,False,False,True,True,False,True,False,True,False,False,False,False,False,False,False,74.7,False,1
1,False,False,False,False,False,True,False,80.25,False,True,False,True,False,False,True,False,False,True,False,True,False,False,False,False,False,False,False,1861.5,True,24
0,False,False,True,False,False,False,False,76.05,False,False,False,True,False,False,True,True,False,True,False,True,True,False,True,False,True,False,True,2747.2,True,35
0,False,False,True,False,True,False,False,75.7,False,False,False,True,False,True,True,True,False,True,False,True,False,False,False,False,True,False,True,554.05,False,7
1,False,False,False,False,False,True,False,96.1,False,False,False,False,False,False,True,False,False,True,False,True,False,False,True,False,True,False,True,453.4,True,5
1,False,False,True,False,False,True,False,69.0,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,994.8,False,15
0,False,True,True,True,False,False,True,19.65,False,False,True,False,True,False,False,True,False,False,True,True,False,True,False,True,False,True,False,225.75,True,11
1,False,False,False,False,True,False,False,45.3,True,False,False,False,False,True,True,True,False,False,False,False,False,False,True,False,False,False,False,2145.0,False,48
0,False,False,False,False,False,True,False,81.45,False,False,False,False,False,False,True,False,False,True,False,True,True,False,True,False,False,False,False,1671.6,False,20
0,True,False,False,False,True,True,False,108.5,False,True,False,True,False,False,True,True,False,False,False,True,False,False,True,False,True,False,True,8003.8,False,72
1,False,False,True,False,False,True,False,83.55,False,False,False,True,False,False,True,True,False,True,False,True,False,False,False,False,True,False,False,680.05,False,8
0,False,True,True,False,False,True,False,84.5,False,True,False,False,False,False,True,True,True,False,False,True,False,False,True,False,False,False,False,6130.85,True,72
0,False,False,False,False,False,True,False,100.15,False,True,False,True,False,False,True,False,False,True,False,True,False,False,True,False,True,False,False,1415.0,False,15
0,False,True,False,False,True,False,False,88.6,False,True,False,True,False,False,True,False,False,False,False,True,False,False,True,False,True,False,True,6201.95,True,72
0,False,True,True,False,True,False,False,52.55,True,False,False,False,False,True,True,True,False,False,False,False,False,False,False,False,True,False,True,0.0,False,0
1,False,False,True,False,False,True,False,74.35,False,True,False,False,False,False,True,False,False,True,False,True,False,False,False,False,False,False,False,74.35,True,1
0,False,True,True,False,True,True,False,104.8,False,True,False,True,False,False,True,True,False,False,False,True,False,False,True,False,True,False,False,6597.25,True,63
0,False,False,False,False,False,False,False,59.0,False,False,False,True,False,False,True,False,False,True,False,True,False,False,False,False,True,False,False,114.15,False,2
1,False,False,False,False,False,True,False,74.4,False,False,False,False,False,True,True,True,False,True,False,True,False,False,False,False,False,False,False,139.4,False,2
0,True,False,False,False,False,False,False,64.05,False,True,False,True,False,False,False,True,False,False,False,True,True,False,True,False,False,False,False,3902.6,True,61
0,False,False,False,True,False,False,True,20.4,False,False,True,False,True,False,False,False,False,False,True,True,False,True,False,True,False,True,False,20.4,True,1
1,True,False,False,False,True,False,False,43.75,True,False,False,True,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,903.6,True,22
0,False,False,False,False,False,False,False,60.9,False,False,False,True,False,True,False,True,False,False,True,True,False,False,False,False,False,False,True,1785.65,True,28
0,False,True,False,True,False,False,True,19.8,False,False,True,False,True,False,False,True,False,False,False,True,False,True,False,True,False,True,False,1397.65,False,70
1,False,False,False,False,False,False,False,28.45,True,False,False,True,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,131.05,False,5
1,False,False,False,False,True,True,False,99.7,False,True,False,True,False,True,True,False,False,False,False,True,False,False,True,False,False,False,False,1238.45,False,12
0,True,False,False,False,True,True,False,116.25,False,True,False,True,False,True,False,False,True,False,False,True,False,False,True,False,True,False,True,3899.05,True,34
0,False,True,False,False,False,True,False,80.7,False,True,False,False,False,True,True,True,True,False,False,True,True,False,False,False,False,False,False,5676.0,False,71
0,True,False,True,False,False,False,False,65.2,False,True,False,False,False,True,False,True,False,False,False,True,False,False,True,False,False,False,False,4543.15,False,70
0,False,False,True,False,True,True,False,84.05,False,False,False,False,False,True,True,True,False,False,False,True,False,False,False,False,False,False,True,4326.8,False,52
0,False,True,True,False,True,False,False,79.45,False,True,False,True,False,True,True,False,True,False,False,True,False,False,False,False,True,False,True,5502.55,True,69
1,False,False,False,False,True,True,False,94.1,False,True,False,True,False,False,True,False,False,True,False,True,True,False,True,False,False,False,False,1782.4,False,20
0,False,False,True,False,True,True,False,78.0,False,True,False,False,False,False,True,False,False,False,True,True,False,False,False,False,False,False,False,851.8,True,11
1,False,False,False,False,False,True,False,94.2,False,False,False,False,False,False,True,True,False,True,False,True,False,False,True,False,True,False,True,167.5,True,2
1,False,False,True,False,False,True,False,80.5,False,True,False,False,False,False,True,True,False,True,False,True,False,False,False,False,False,False,True,502.85,False,6
0,False,False,False,True,False,False,True,19.85,False,False,True,False,True,False,False,False,False,False,True,True,False,True,False,True,False,True,False,19.85,False,1
0,True,False,True,False,True,True,False,94.3,False,False,False,False,False,True,False,True,True,False,False,True,True,False,True,False,False,False,True,1818.3,True,20
0,False,False,False,False,True,True,False,106.45,False,True,False,False,False,True,True,False,False,True,False,True,False,False,True,False,True,False,False,6300.15,True,61
1,False,False,False,False,False,True,False,74.35,False,True,False,False,False,False,True,True,False,True,False,True,True,False,False,False,False,False,False,334.8,False,5
0,False,False,False,False,False,True,False,105.45,False,True,False,True,False,False,True,False,False,False,False,True,False,False,True,False,True,False,True,5916.95,False,56
0,False,False,False,False,True,True,False,95.0,False,True,False,True,False,True,True,False,True,False,False,True,False,False,False,False,False,False,True,2852.4,True,30
1,False,False,False,False,True,True,False,104.8,False,True,False,False,False,False,False,False,False,False,False,True,False,False,True,False,True,False,True,4131.95,True,40
0,True,False,False,False,False,False,False,54.3,False,False,False,False,False,True,False,False,False,False,True,True,False,False,False,False,False,False,True,1546.3,False,28
0,False,False,False,False,False,True,False,70.05,False,False,False,False,False,False,False,True,False,True,False,True,True,False,False,False,False,False,False,302.6,False,5
1,False,False,False,False,False,True,False,75.2,False,False,False,False,False,True,True,True,False,False,False,True,True,False,False,False,False,False,False,1929.35,False,27
0,False,False,False,True,False,False,True,20.05,False,False,True,False,True,False,False,False,True,False,False,True,False,True,False,True,False,True,False,265.45,True,12
0,True,False,True,False,True,True,False,105.4,False,True,False,True,False,False,True,True,False,True,False,True,False,False,True,False,True,False,False,6989.45,True,67
0,False,False,False,False,False,False,False,51.6,False,True,False,False,False,False,True,True,False,True,False,True,True,False,False,False,False,False,False,1442.0,True,29
0,False,False,True,False,False,True,False,85.5,False,True,False,False,False,False,False,True,False,False,False,True,False,False,True,False,False,False,False,4713.4,True,55
1,False,False,False,False,False,True,False,75.6,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,1758.6,False,23
1,False,False,False,False,True,True,False,100.05,False,True,False,False,False,False,True,True,False,True,False,True,False,False,True,False,True,False,False,3480.0,True,34
0,True,False,False,False,True,True,False,91.25,False,False,False,False,False,True,False,False,False,True,False,True,False,False,False,False,True,False,False,4738.3,True,52
0,False,True,True,False,True,True,False,115.75,False,True,False,True,False,True,True,True,True,False,False,True,True,False,True,False,True,False,True,8399.15,True,72
0,True,False,True,False,False,True,False,94.7,False,True,False,True,False,False,True,True,True,False,False,True,False,False,False,False,True,False,True,5430.35,True,58
0,False,True,True,True,False,False,True,19.6,False,False,True,False,True,False,False,True,False,False,True,True,False,True,False,True,False,True,False,686.95,True,35
0,False,True,False,False,True,True,False,99.9,False,True,False,True,False,False,True,False,False,False,False,True,True,False,False,False,True,False,True,5706.3,False,56
0,False,True,True,True,False,False,True,21.1,False,False,True,False,True,False,True,True,True,False,False,True,False,True,False,True,False,True,False,490.65,False,24
0,False,True,True,True,False,False,True,20.05,False,False,True,False,True,False,False,True,True,False,False,True,False,True,False,True,False,True,False,1360.25,True,70
0,False,False,False,False,False,True,False,79.95,False,False,False,False,False,False,True,False,False,True,False,True,False,False,False,False,True,False,False,174.45,True,2
0,True,False,True,False,True,True,False,107.15,False,True,False,False,False,False,True,True,True,False,False,True,True,False,True,False,True,False,True,7379.8,True,68
1,False,False,False,False,False,True,False,85.0,False,True,False,False,False,False,True,False,False,True,False,True,False,False,True,False,False,False,False,85.0,False,1
0,False,False,False,False,True,True,False,89.55,False,True,False,False,False,False,True,False,False,True,False,True,False,False,False,False,True,False,False,1021.75,True,12
0,False,False,False,False,False,True,False,81.55,False,True,False,True,False,False,True,True,False,False,False,True,False,False,False,False,False,False,False,5029.05,False,63
0,True,False,True,False,True,False,False,58.45,False,False,False,True,False,True,True,True,False,False,True,True,False,False,False,False,False,False,False,1955.4,False,33
0,True,False,False,False,False,True,False,95.65,False,False,False,True,False,False,True,True,True,False,False,True,False,False,True,False,True,False,False,6744.2,False,69
0,False,True,True,False,True,False,False,80.6,False,False,False,True,False,False,True,True,False,False,False,True,False,False,True,False,True,False,True,4946.7,False,60
0,False,True,True,False,True,True,False,113.1,False,True,False,True,False,True,True,True,False,False,False,True,False,False,True,False,True,False,True,8248.5,False,72
0,False,False,False,False,False,False,False,58.95,False,True,False,False,False,False,True,False,False,False,True,True,False,False,True,False,False,False,False,601.6,False,11
0,False,False,False,True,False,False,True,19.55,False,False,True,False,True,False,False,False,False,False,True,True,False,True,False,True,False,True,False,19.55,False,1
1,False,False,False,False,False,True,False,86.05,False,True,False,False,False,False,True,False,False,False,False,True,False,False,False,False,True,False,False,834.1,True,10
1,False,False,False,False,False,False,False,45.55,True,False,False,False,False,True,True,False,True,False,False,False,False,False,False,False,True,False,True,597.0,True,13
0,True,False,True,False,False,True,False,78.95,False,False,False,False,False,False,True,True,False,False,False,True,False,False,True,False,False,False,False,2647.2,True,34
1,False,False,True,False,False,True,False,86.3,False,False,False,True,False,False,True,True,False,False,True,True,False,False,False,False,True,False,False,3266.0,True,39
0,True,False,False,False,False,True,False,105.05,False,True,False,True,False,False,True,False,False,False,False,True,False,False,True,False,True,False,True,6744.25,False,65
0,True,False,False,False,True,True,False,101.9,False,True,False,True,False,True,True,True,False,False,False,True,True,False,False,False,True,False,False,5265.5,True,50
0,False,False,False,True,False,False,True,19.75,False,False,True,False,True,False,False,False,False,False,True,True,False,True,False,True,False,True,False,311.6,True,15
0,False,True,True,False,True,True,False,110.3,False,True,False,True,False,True,True,True,False,False,False,True,False,False,True,False,True,False,False,7966.9,True,72
0,False,True,True,False,True,True,False,115.6,False,True,False,True,False,True,True,True,False,False,False,True,False,False,True,False,True,False,True,8220.4,False,72
0,False,True,True,True,False,False,True,19.35,False,False,True,False,True,False,False,True,False,False,False,True,False,True,False,True,False,True,False,1153.25,True,55
0,False,True,True,True,False,False,True,25.6,False,True,True,False,True,False,True,True,True,False,False,True,False,True,False,True,False,True,False,514.75,False,23
1,False,False,False,False,False,True,False,80.35,False,True,False,True,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,2596.15,True,32
0,True,False,True,False,True,False,False,68.75,False,True,False,False,False,True,True,True,False,False,False,True,False,False,True,False,False,False,False,3808.0,False,56
0,False,False,False,True,False,False,True,19.9,False,False,True,False,True,False,False,False,False,False,False,True,False,True,False,True,False,True,False,19.9,False,1
0,True,False,False,False,False,False,False,70.6,False,False,False,True,False,True,False,False,False,False,True,True,False,False,False,False,True,False,True,2708.2,True,38
0,False,False,False,False,False,True,False,70.2,False,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False,False,False,False,760.05,True,11
0,False,False,False,False,False,False,False,49.3,False,False,False,False,False,False,True,False,False,True,False,True,False,False,False,False,False,False,True,49.3,True,1
0,True,False,False,False,False,True,False,107.25,False,True,False,True,False,False,True,True,False,True,False,True,False,False,True,False,True,False,True,6033.3,True,56
0,False,False,False,True,False,False,True,23.6,False,True,True,False,True,False,True,True,False,False,True,True,False,True,False,True,False,True,False,89.05,True,3
0,False,False,True,False,False,False,False,69.7,False,False,False,False,False,True,False,True,True,False,False,True,False,False,True,False,True,False,False,516.15,True,7
0,False,True,True,False,True,True,False,99.5,False,True,False,False,False,False,True,True,True,False,False,True,False,False,True,False,True,False,False,5861.75,True,59
0,False,False,False,False,True,False,False,64.3,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,True,445.95,True,7
0,False,True,True,False,True,False,False,70.85,False,False,False,False,False,True,True,True,True,False,False,True,False,False,True,False,False,False,True,4973.4,True,71
0,True,False,True,False,False,True,False,101.9,False,False,False,False,False,True,False,True,False,True,False,True,False,False,True,False,True,False,True,1667.25,True,15
0,False,True,False,False,False,False,False,73.5,False,True,False,True,False,True,False,True,True,False,False,True,False,False,False,False,True,False,True,5357.75,True,71
1,False,False,False,False,True,True,False,100.25,False,True,False,False,False,False,True,False,False,True,False,True,False,False,True,False,True,False,False,3527.6,False,35
0,True,False,False,False,True,False,False,40.4,True,False,False,True,False,False,True,False,True,False,False,False,False,False,False,False,False,False,True,422.6,False,11
0,False,True,True,True,False,False,True,19.25,False,False,True,False,True,False,True,True,True,False,False,True,False,True,False,True,False,True,False,1103.25,False,60
0,False,True,False,False,False,False,False,59.6,False,True,False,True,False,False,False,False,False,False,False,True,True,False,False,False,False,False,True,2754.0,True,47
0,True,False,False,False,True,False,False,64.9,False,False,False,False,False,False,False,False,True,False,False,True,False,False,True,False,False,False,True,697.25,False,11
1,True,False,False,False,False,True,False,100.3,False,True,False,True,False,False,False,True,True,False,False,True,False,False,True,False,True,False,False,5614.45,True,56
0,False,False,False,False,True,True,False,110.85,False,True,False,True,False,False,True,True,False,True,False,True,True,False,True,False,True,False,True,3204.4,False,28
0,False,True,False,False,False,False,False,81.05,False,False,False,True,False,True,True,True,False,False,True,True,False,False,True,False,True,False,True,4747.65,True,61
0,True,False,True,False,True,True,False,98.05,False,True,False,False,False,True,False,True,False,False,False,True,False,False,False,False,True,False,False,3082.1,True,31
0,False,False,False,False,False,True,False,70.5,False,False,False,False,False,False,True,False,False,True,False,True,False,False,False,False,False,False,False,597.9,True,9
0,False,False,False,False,False,True,False,94.55,False,True,False,True,False,True,True,True,False,True,False,True,True,False,True,False,False,False,False,3365.4,True,35
0,False,False,False,True,False,False,True,19.65,False,False,True,False,True,False,True,False,False,False,True,True,False,True,False,True,False,True,False,38.8,True,2
1,False,False,True,True,False,False,True,19.0,False,False,True,False,True,False,False,True,False,False,True,True,False,True,False,True,False,True,False,233.55,False,12
1,False,False,False,False,False,True,False,75.3,False,False,False,False,False,True,False,False,False,False,True,True,False,False,False,False,False,False,False,75.3,False,1
1,False,False,False,False,True,True,False,89.2,False,True,False,False,False,False,True,False,False,True,False,True,True,False,False,False,True,False,False,346.2,False,4
0,False,False,True,True,False,False,True,19.0,False,False,True,False,True,False,True,True,False,False,True,True,False,True,False,True,False,True,False,19.0,False,1
0,False,False,False,True,False,False,True,20.0,False,False,True,False,True,False,True,False,False,False,True,True,False,True,False,True,False,True,False,61.7,False,3
1,False,False,False,False,False,True,False,85.7,False,True,False,False,False,False,True,False,False,True,False,True,True,False,False,False,True,False,False,85.7,False,1
0,False,True,False,False,False,False,False,63.25,False,False,False,True,False,True,True,False,True,False,False,True,False,False,False,False,True,False,False,3342.45,True,52
0,True,False,True,True,False,False,True,20.1,False,False,True,False,True,False,False,True,False,False,True,True,False,True,False,True,False,True,False,85.1,True,5
0,False,True,False,False,True,True,False,99.15,False,True,False,True,False,True,True,True,False,True,False,True,False,False,True,False,False,False,False,7422.1,True,72
0,False,True,True,False,True,False,False,90.4,False,True,False,True,False,True,False,True,False,True,False,True,False,False,True,False,True,False,True,6668.05,True,71
0,False,True,False,False,True,True,False,111.9,False,True,False,False,False,True,True,True,True,False,False,True,False,False,True,False,True,False,True,8071.05,True,72
0,True,False,True,True,False,False,True,24.9,False,True,True,False,True,False,False,True,False,True,False,True,False,True,False,True,False,True,False,1174.8,True,46
0,False,True,True,False,True,False,False,83.5,False,True,False,True,False,True,False,True,True,False,False,True,False,False,True,False,True,False,False,5435.0,True,63
0,False,False,False,False,True,True,False,84.3,False,False,False,True,False,True,True,False,True,False,False,True,False,False,False,False,False,False,False,2438.6,True,30
0,False,False,False,False,False,False,False,45.6,False,False,False,False,False,False,False,False,False,False,True,True,False,False,False,False,False,False,False,45.6,True,1
1,False,False,False,False,True,False,False,61.65,False,True,False,False,False,True,True,False,False,False,True,True,False,False,False,False,False,False,True,713.75,False,12
0,False,True,False,False,True,False,False,54.85,True,False,False,True,False,True,False,False,False,False,True,False,False,False,False,False,True,False,True,916.15,True,16
0,False,False,False,False,False,False,False,65.55,False,True,False,False,False,False,False,False,False,False,True,True,False,False,True,False,False,False,True,237.2,True,4
0,True,False,False,False,False,True,False,90.35,False,True,False,True,False,False,True,True,True,False,False,True,False,False,True,False,False,False,False,4614.55,True,51
0,False,True,False,True,False,False,True,20.4,False,False,True,False,True,False,True,True,True,False,False,True,False,True,False,True,False,True,False,1414.45,True,65
0,False,False,False,False,False,True,False,74.55,False,False,False,False,False,False,True,False,True,False,False,True,False,False,False,False,False,False,True,1170.5,True,16
0,True,False,False,True,False,False,True,19.95,False,False,True,False,True,False,False,False,False,False,True,True,False,True,False,True,False,True,False,47.7,True,2
0,True,False,True,False,False,True,False,74.25,False,True,False,False,False,False,True,True,False,False,False,True,False,False,False,False,False,False,False,4859.25,False,66
0,False,True,False,False,True,True,False,108.65,False,True,False,True,False,False,False,False,False,True,False,True,False,False,True,False,True,False,True,4903.2,True,46
0,True,False,False,False,True,True,False,109.55,False,True,False,False,False,True,True,False,False,False,False,True,False,False,True,False,True,False,True,3608.0,False,32
0,False,True,False,False,True,False,False,86.65,False,True,False,False,False,True,False,True,True,False,False,True,False,False,True,False,True,False,True,6094.25,True,72
0,False,True,True,False,True,False,False,81.0,False,False,False,False,False,True,False,True,True,False,False,True,False,False,True,False,True,False,True,3084.9,True,38
0,True,False,True,False,False,False,False,47.85,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,True,2356.75,True,51
0,False,True,True,False,True,True,False,114.55,False,True,False,True,False,True,False,True,False,False,False,True,False,False,True,False,True,False,True,8306.05,True,72
1,False,False,False,False,True,True,False,105.25,False,True,False,False,False,True,False,True,False,False,False,True,True,False,True,False,True,False,False,6786.4,False,65
1,False,False,True,False,False,False,False,29.95,True,False,False,True,False,False,True,True,False,True,False,False,False,False,False,False,False,False,False,248.95,True,9
1,False,False,True,False,True,False,False,65.0,False,False,False,True,False,True,False,True,False,False,True,True,False,False,False,False,False,False,True,663.05,False,9
0,False,True,True,True,False,False,True,20.55,False,False,True,False,True,False,False,False,False,False,True,True,False,True,False,True,False,True,False,1357.1,True,66
0,True,False,False,False,True,True,False,109.8,False,True,False,True,False,True,True,False,True,False,False,True,True,False,True,False,True,False,False,4860.35,False,44
0,False,True,False,False,True,False,False,69.5,False,True,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,True,3418.2,True,50
0,False,False,False,False,False,False,False,48.85,False,True,False,False,False,False,False,False,False,False,True,True,False,False,False,False,False,False,False,631.4,False,15
0,False,False,False,False,False,False,False,25.25,True,False,False,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,186.3,True,8
0,True,False,False,False,True,True,False,102.85,False,True,False,False,False,False,True,False,True,False,False,True,True,False,True,False,True,False,True,6976.75,False,66
0,False,False,False,False,False,True,False,87.55,False,True,False,True,False,True,True,False,False,False,False,True,False,False,False,False,False,False,True,4884.85,False,57
0,False,False,False,False,False,True,False,78.55,False,True,False,True,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,522.95,False,7
0,False,False,True,False,False,False,False,34.55,True,False,False,False,False,False,True,True,False,False,False,False,True,False,True,False,False,False,False,362.6,True,10
0,True,False,False,False,True,True,False,92.05,False,True,False,True,False,True,True,False,False,True,False,True,False,False,False,False,False,False,False,5755.8,False,62
0,True,False,True,False,True,True,False,85.05,False,False,False,False,False,False,True,True,False,True,False,True,False,False,False,False,True,False,False,3355.65,True,40
0,False,True,False,True,False,False,True,19.7,False,False,True,False,True,False,False,False,False,False,True,True,False,True,False,True,False,True,False,406.95,False,20
1,False,False,False,True,False,False,True,20.0,False,False,True,False,True,False,False,False,False,False,False,True,False,True,False,True,False,True,False,137.6,False,7
0,False,False,False,False,False,True,False,95.15,False,False,False,False,False,False,True,True,False,True,False,True,False,False,True,False,True,False,True,2395.7,False,25
0,False,False,False,False,True,True,False,84.25,False,True,False,True,False,False,False,True,False,True,False,True,False,False,False,False,False,False,False,1968.1,True,23
0,True,False,False,False,True,True,False,104.6,False,True,False,True,False,False,False,True,True,False,False,True,True,False,True,False,True,False,False,6819.45,False,66
0,False,True,False,False,True,True,False,111.65,False,True,False,True,False,False,False,False,False,True,False,True,True,False,True,False,True,False,True,7943.45,False,72
1,False,False,False,False,False,True,False,90.05,False,True,False,True,False,False,False,True,True,False,False,True,True,False,True,False,False,False,False,4547.25,True,49
1,False,False,True,False,True,True,False,110.75,False,True,False,True,False,False,True,True,False,False,False,True,True,False,True,False,True,False,True,4687.9,True,43
0,False,False,False,False,False,False,False,55.0,False,True,False,False,False,True,False,True,False,False,False,True,False,False,False,False,False,False,False,2473.95,False,46
0,False,True,True,False,True,False,False,89.85,False,True,False,True,False,True,False,True,True,False,False,True,False,False,True,False,True,False,True,6562.9,True,72
0,True,False,False,True,False,False,True,20.35,False,False,True,False,True,False,False,False,False,False,True,True,False,True,False,True,False,True,False,176.3,True,10
0,True,False,False,False,False,False,False,54.55,True,False,False,False,False,True,True,False,False,False,False,False,False,False,True,False,True,False,True,2236.2,False,40
1,False,False,True,False,True,True,False,105.5,False,True,False,True,False,False,True,True,False,True,False,True,False,False,True,False,True,False,False,6985.65,False,65
0,False,True,False,False,True,True,False,99.45,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,True,False,True,3109.9,True,31
0,False,True,False,False,True,False,False,70.9,False,True,False,True,False,True,False,True,True,False,False,True,False,False,False,False,False,False,True,4911.35,False,68
1,True,False,True,False,True,True,False,104.55,False,True,False,False,False,True,True,True,False,False,False,True,True,False,True,False,True,False,False,5794.65,True,56
1,False,False,False,False,False,True,False,85.25,False,True,False,False,False,False,True,True,False,True,False,True,False,False,True,False,False,False,False,855.3,True,10
0,False,True,True,True,False,False,True,25.4,False,True,True,False,True,False,False,True,False,False,False,True,False,True,False,True,False,True,False,1620.2,True,68
1,False,False,True,False,False,False,False,56.15,False,False,False,False,False,False,False,True,False,True,False,True,False,False,False,False,True,False,False,2499.3,False,43
1,False,False,False,False,False,True,False,89.55,False,False,False,False,False,False,True,False,False,True,False,True,False,False,True,False,True,False,False,89.55,True,1
0,True,False,False,False,True,True,False,89.85,False,False,False,True,False,False,True,False,False,False,False,True,True,False,True,False,False,False,False,4287.2,False,49
0,False,False,True,True,False,False,True,25.25,False,True,True,False,True,False,True,True,False,True,False,True,False,True,False,True,False,True,False,394.85,False,15
1,False,False,False,False,False,True,False,94.55,False,True,False,False,False,False,True,True,False,True,False,True,True,False,True,False,True,False,False,1899.65,True,20
1,False,False,False,False,False,False,False,45.7,False,False,False,False,False,False,True,False,False,False,True,True,False,False,False,False,False,False,False,45.7,True,1
0,True,False,True,False,True,False,False,69.65,False,True,False,False,False,False,True,True,False,True,False,True,False,False,False,False,True,False,True,3442.15,True,50
1,False,False,False,False,False,True,False,89.5,False,True,False,True,False,False,False,False,False,True,False,True,True,False,True,False,False,False,False,161.5,False,2
0,False,False,False,False,False,True,False,70.0,False,False,False,False,False,False,False,False,True,False,False,True,True,False,False,False,False,False,False,1732.6,True,24
1,False,False,False,False,False,True,False,69.55,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,222.3,False,3
1,False,False,False,False,True,True,False,74.6,False,False,False,False,False,False,True,False,False,False,True,True,False,False,False,False,False,False,False,74.6,False,1
0,False,True,True,True,False,False,True,20.1,False,False,True,False,True,False,False,True,False,False,True,True,False,True,False,True,False,True,False,655.3,True,35
0,False,False,False,True,False,False,True,24.8,False,True,True,False,True,False,False,False,False,False,True,True,False,True,False,True,False,True,False,475.25,False,17
1,False,False,False,True,False,False,True,19.65,False,False,True,False,True,False,False,False,False,True,False,True,True,True,False,True,False,True,False,164.3,False,8
0,False,False,False,False,False,True,False,95.1,False,False,False,False,False,False,True,False,True,False,False,True,False,False,True,False,True,False,True,865.1,True,10
0,False,True,True,False,True,False,False,88.85,False,True,False,True,False,True,True,True,True,False,False,True,False,False,True,False,True,False,True,6132.7,True,68
0,True,False,False,False,True,False,False,78.8,False,False,False,True,False,True,False,True,False,False,False,True,False,False,True,False,True,False,False,3597.5,True,45
